FHRS_ID,BUSINESS_NAME,BUSINESS_TYPE,LOCAL_AUTHORITY_NAME,LATITUDE,LONGITUDE,RATING_VALUE,INCOME_DECILE,PREDICTED_RATING,RISK_SCORE
334574,Embassy News,Retailers - other,Kensington and Chelsea,51.50977,-0.19369,5,6,pass,0.19
334575,Chelsea Methodist Church,Other catering premises,Kensington and Chelsea,51.48785,-0.16731,5,3,pass,0.114
334579,Rococo Chocolates,Retailers - other,Kensington and Chelsea,51.48459,-0.17508,Exempt,4,pass,0.217
334583,Tesco,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.51724,-0.20584,5,2,pass,0.078
334587,The Castle,Pub/bar/nightclub,Kensington and Chelsea,51.51633,-0.20555,5,2,pass,0.133
334590,Enterprise,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49531,-0.16582,5,10,pass,0.108
334591,R Garcia & Sons,Retailers - other,Kensington and Chelsea,51.51792,-0.20645,4,3,pass,0.231
334597,Exo-Tikka of India,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.47974,-0.17958,4,4,pass,0.167
334599,Cafe Phillies,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49988,-0.1983,5,10,pass,0.108
334601,Copthorne Tara Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49846,-0.1986,5,9,pass,0.117
334605,Melia Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49574,-0.18279,5,10,pass,0.052
334606,Lycee Francais Charles De Gaulle,School/college/university,Kensington and Chelsea,51.49532,-0.1768,5,10,pass,0.024
334611,Rembrandt Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49578,-0.17014,5,10,pass,0.052
334613,Jeroboams,Retailers - other,Kensington and Chelsea,51.49767,-0.15682,Exempt,10,pass,0.144
334617,Pj's Chelsea Brasserie,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49152,-0.1727,5,10,pass,0.108
334618,Windsor Castle,Pub/bar/nightclub,Kensington and Chelsea,51.50655,-0.19863,5,9,pass,0.079
334620,Majestic Wine Merchants,Retailers - other,Kensington and Chelsea,51.50765,-0.19922,5,8,pass,0.166
334623,The Jam,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48534,-0.17356,5,8,pass,0.125
334625,Chelsea Arts Club,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48797,-0.17467,2,6,pass,0.145
334630,Oriental Canteen,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49496,-0.17319,3,10,pass,0.108
334631,Mental Health Unit,Caring Premises,Kensington and Chelsea,51.49668,-0.1916,5,9,pass,0.041
334633,Oliver Plaza Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49194,-0.19515,5,2,pass,0.096
334635,Mediterraneo,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51553,-0.20609,5,7,pass,0.135
334636,Pelham Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49449,-0.17509,4,10,pass,0.108
334638,Earl's Court Community Nursery,Caring Premises,Kensington and Chelsea,51.49199,-0.20016,5,4,pass,0.06
334640,Duke of Wellington PH,Pub/bar/nightclub,Kensington and Chelsea,51.51554,-0.2051,5,7,pass,0.092
334641,Miiro Templeton Garden,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.4921,-0.19529,5,2,pass,0.096
334643,Lidgates,Manufacturers/packers,Kensington and Chelsea,51.50683,-0.20764,5,10,pass,0.076
334645,Genting Casino,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49511,-0.17791,5,10,pass,0.108
334646,The Milestone Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50159,-0.18673,5,10,pass,0.108
334647,Starbucks Coffee Company (UK) Limited,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50955,-0.19699,5,7,pass,0.135
334649,American Food Store,Retailers - other,Kensington and Chelsea,51.50832,-0.20317,4,9,pass,0.154
334652,Hotel Boka,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.48955,-0.19575,Exempt,4,pass,0.083
334655,Bombay Brasserie,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49393,-0.18269,5,10,pass,0.108
334656,606 Club,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.47865,-0.18103,5,4,pass,0.167
334658,John Forrest Bakery,Manufacturers/packers,Kensington and Chelsea,51.48267,-0.17799,3,1,pass,0.148
334665,Tesco,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.48585,-0.16152,5,9,pass,0.045
334666,The Champion,Pub/bar/nightclub,Kensington and Chelsea,51.50998,-0.19255,5,6,pass,0.099
334669,Kensington Court Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49263,-0.19605,5,7,pass,0.066
334673,Bowden Court Hostel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.5096,-0.20114,5,9,pass,0.056
334675,Royal Brompton In-House Catering,Caring Premises,Kensington and Chelsea,51.48975,-0.17087,5,10,pass,0.037
334677,The Gloucester,Pub/bar/nightclub,Kensington and Chelsea,51.49997,-0.15947,5,10,pass,0.073
334680,Finlays,Retailers - other,Kensington and Chelsea,51.49413,-0.17407,5,10,pass,0.144
334690,Shell Filling Station,Retailers - other,Kensington and Chelsea,51.49154,-0.17997,5,10,pass,0.144
334691,F J M Calder,Retailers - other,Kensington and Chelsea,51.50884,-0.19655,5,10,pass,0.144
334692,Pizza Express,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48526,-0.18136,5,8,pass,0.125
334694,SODEXO,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49189,-0.19356,5,7,pass,0.135
334696,Mike's Cafe,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51591,-0.20566,5,2,pass,0.191
334697,Osteria Basilico,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51526,-0.20592,5,7,pass,0.135
334698,Pizza Express,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48911,-0.16549,5,10,pass,0.108
334699,Aquarius Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49288,-0.19247,5,7,pass,0.066
334701,Pierino Pizza Pasta,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.4952,-0.17399,5,10,pass,0.108
334702,"Harvey Nichols Fifth Floor Restaurant, Food Hall & Cafe",Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50159,-0.15982,5,10,pass,0.108
334703,Sophie's Steakhouse and Bar,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48674,-0.17924,5,10,pass,0.108
334705,Dillons Chemists,Retailers - other,Kensington and Chelsea,51.5237,-0.20699,5,1,pass,0.262
334706,Jago Butchers,Retailers - other,Kensington and Chelsea,51.49125,-0.16725,5,3,pass,0.231
334710,Twenty Nevern Square,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49151,-0.19632,5,7,pass,0.066
334712,ISS Mediclean at Chelsea and Westminister Hospital,Caring Premises,Kensington and Chelsea,51.48427,-0.18147,5,8,pass,0.044
334720,Blackbird,Pub/bar/nightclub,Kensington and Chelsea,51.49198,-0.19224,5,7,pass,0.092
334721,The Earls Court Tavern,Pub/bar/nightclub,Kensington and Chelsea,51.49376,-0.19453,5,2,pass,0.133
334724,Johnnie's Fish Bar & Kebab House,Takeaway/sandwich shop,Kensington and Chelsea,51.48207,-0.18071,3,5,pass,0.201
334725,Nandos Chickenland,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49262,-0.19422,5,7,pass,0.135
334727,Town Hall,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50197,-0.19469,5,9,pass,0.117
334729,London Town Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.4908,-0.1932,5,7,pass,0.066
334731,Millennium Bailey's Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49393,-0.18269,5,10,pass,0.108
334732,Starbucks Coffee Company (UK) Limited,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49424,-0.18213,5,10,pass,0.108
334733,Courtfield Public House,Pub/bar/nightclub,Kensington and Chelsea,51.49198,-0.19224,5,7,pass,0.092
334738,Hereford Arms (The),Pub/bar/nightclub,Kensington and Chelsea,51.4931,-0.18139,5,10,pass,0.073
334739,The Kensington Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49669,-0.17591,5,10,pass,0.052
334740,Holland Park Day Nursery,Caring Premises,Kensington and Chelsea,51.49739,-0.20727,5,4,pass,0.06
334742,Prezzo,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50201,-0.18908,5,10,pass,0.108
334746,Notting Hill Grill Kebabs,Takeaway/sandwich shop,Kensington and Chelsea,51.50953,-0.19465,5,7,pass,0.176
334749,Usman Supermarket,Retailers - other,Kensington and Chelsea,51.51774,-0.20112,3,3,pass,0.231
334760,Royal Marsden Hospital,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49088,-0.17282,5,10,pass,0.108
334761,De Amicis,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50977,-0.19369,5,6,pass,0.145
334763,Friends of the Royal Marsden,Takeaway/sandwich shop,Kensington and Chelsea,51.49088,-0.17282,5,10,pass,0.143
334764,Tesco,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.48505,-0.18308,5,10,pass,0.042
334765,La Famiglia,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48251,-0.18109,5,5,pass,0.155
334768,Christchurch C of E Primary School,School/college/university,Kensington and Chelsea,51.48542,-0.16433,5,3,pass,0.042
334772,Worlds End Pharmacy,Retailers - other,Kensington and Chelsea,51.48161,-0.18079,5,1,pass,0.262
334773,Worlds End Tobacconists,Retailers - other,Kensington and Chelsea,51.48148,-0.17988,Exempt,1,pass,0.262
334776,Star Pizza,Takeaway/sandwich shop,Kensington and Chelsea,51.52325,-0.21375,4,2,pass,0.244
334777,Patara,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49776,-0.16478,5,10,pass,0.108
334779,Clarke's,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50696,-0.1944,5,10,pass,0.108
334782,Stanhope Arms (The),Pub/bar/nightclub,Kensington and Chelsea,51.49424,-0.18213,5,10,pass,0.073
334786,Ziba Ltd,Retailers - other,Kensington and Chelsea,51.50873,-0.19749,Exempt,10,pass,0.144
334788,Open Air Nursery School,Caring Premises,Kensington and Chelsea,51.48506,-0.17006,5,8,pass,0.044
334791,Lucky Me Enterprises,Retailers - other,Kensington and Chelsea,51.48192,-0.18142,5,5,pass,0.203
334793,La Pappardella,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48914,-0.1907,5,6,pass,0.145
334798,Thai Taste,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49496,-0.18659,5,10,pass,0.108
334799,Park International Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49456,-0.18665,5,6,pass,0.071
334800,Market Place Restaurant Bar,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48855,-0.16978,5,10,pass,0.108
334801,Foodland,Retailers - other,Kensington and Chelsea,51.48618,-0.18953,4,5,pass,0.203
334802,Benihana Restaurant,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48897,-0.16426,4,10,pass,0.108
334803,Salvation Army Hall,Other catering premises,Kensington and Chelsea,51.51633,-0.20555,5,2,pass,0.123
334804,Le Colombier,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.4901,-0.17327,5,6,pass,0.145
334805,Tesco,Retailers - other,Kensington and Chelsea,51.49434,-0.18217,5,10,pass,0.144
334807,Shell Chelsea,Retailers - other,Kensington and Chelsea,51.48045,-0.18246,5,1,pass,0.262
334808,Thai Terrace,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49903,-0.1927,3,10,pass,0.108
334813,Dhawan News,Retailers - other,Kensington and Chelsea,51.49065,-0.18359,5,10,pass,0.144
334820,Chelsea Food & Wine,Retailers - other,Kensington and Chelsea,51.48267,-0.17799,4,1,pass,0.262
334821,La Picena,Retailers - other,Kensington and Chelsea,51.49586,-0.1649,4,10,pass,0.144
334824,Egerton House Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49698,-0.16778,5,10,pass,0.052
334827,Good Earth,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49666,-0.1686,5,10,pass,0.108
334828,Embargo 59,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48023,-0.18528,5,1,pass,0.204
334829,Filipino Restaurant,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49303,-0.19317,5,7,pass,0.135
334834,Ciros Pizza Pomodoro,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49771,-0.16541,5,10,pass,0.108
334835,Ladbroke Grove Convenience Store,Retailers - other,Kensington and Chelsea,51.51738,-0.20979,5,2,pass,0.246
334836,Sainsbury's,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.52631,-0.21783,5,2,pass,0.078
334838,The Capital Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.50013,-0.16168,5,10,pass,0.052
334840,Royal Hospital Chelsea,Caring Premises,Kensington and Chelsea,51.48689,-0.15913,5,9,pass,0.041
334841,Zafash Ltd,Retailers - other,Kensington and Chelsea,51.48939,-0.18991,Exempt,6,pass,0.19
334842,Hill House  Prep School,School/college/university,Kensington and Chelsea,51.49729,-0.16028,5,10,pass,0.024
334843,Nam Long Le Shaker,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49065,-0.18359,5,10,pass,0.108
334844,The Park Tower Knightsbridge,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50177,-0.15886,5,10,pass,0.108
334845,More House School,School/college/university,Kensington and Chelsea,51.49735,-0.15946,5,10,pass,0.024
334858,Maroush II Restaurant,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49724,-0.16436,4,10,pass,0.108
334862,Scalini,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49587,-0.1649,5,10,pass,0.108
334863,The Kings Arms,Pub/bar/nightclub,Kensington and Chelsea,51.4862,-0.18106,5,10,pass,0.073
334865,The London Sketch Club,Other catering premises,Kensington and Chelsea,51.48456,-0.16027,5,10,pass,0.067
334872,Chelsea Newsagent,Retailers - other,Kensington and Chelsea,51.48427,-0.18147,5,8,pass,0.166
334873,Cambio de Tercio,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49065,-0.18359,5,10,pass,0.108
334884,Drayton Arms,Pub/bar/nightclub,Kensington and Chelsea,51.49065,-0.18359,5,10,pass,0.073
334885,Marks & Spencer,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.50074,-0.19158,5,10,pass,0.042
334886,Medicine Chest,Retailers - other,Kensington and Chelsea,51.48267,-0.17799,5,1,pass,0.262
334890,St Cuthberts Centre,Caring Premises,Kensington and Chelsea,51.49071,-0.20007,5,4,pass,0.06
334895,Grosvenor Casinos Ltd,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49362,-0.18396,5,10,pass,0.108
334897,Allen Hall College,School/college/university,Kensington and Chelsea,51.48386,-0.17452,5,4,pass,0.039
334898,St. Quintins Day Nursery,School/college/university,Kensington and Chelsea,51.51912,-0.22325,5,6,pass,0.033
334900,Maria Montessori Children's Hs,Caring Premises,Kensington and Chelsea,51.51679,-0.20279,5,3,pass,0.065
334901,SCCS Catering,Other catering premises,Kensington and Chelsea,51.48935,-0.1796,5,10,pass,0.067
334902,Pabulum Limited,School/college/university,Kensington and Chelsea,51.52052,-0.21557,5,2,pass,0.045
334903,Sale e Pepe,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50027,-0.16048,5,10,pass,0.108
334906,Adoratrices Convent,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.50098,-0.19043,5,10,pass,0.052
334907,Jumeirah Carlton Tower Hotel - All Food Premises,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49858,-0.1591,5,10,pass,0.108
334908,Pret A Manger,Takeaway/sandwich shop,Kensington and Chelsea,51.50075,-0.19251,5,10,pass,0.143
334911,Vincent House,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51116,-0.1964,5,7,pass,0.135
334912,Greggs,Takeaway/sandwich shop,Kensington and Chelsea,51.49239,-0.19296,5,7,pass,0.176
334913,Broadwalk Café,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50995,-0.1884,5,10,pass,0.108
334915,Denbigh Under 5's Group,Caring Premises,Kensington and Chelsea,51.51379,-0.20096,5,9,pass,0.041
334920,Shan Stores,Retailers - other,Kensington and Chelsea,51.521,-0.2009,5,1,pass,0.262
334921,Sporting Club De Londres,Pub/bar/nightclub,Kensington and Chelsea,51.52225,-0.20301,3,1,pass,0.143
334922,Manila Supermarket,Retailers - other,Kensington and Chelsea,51.49283,-0.19302,4,7,pass,0.177
334925,Cockney's Pie & Mash,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.52139,-0.20996,5,1,pass,0.204
334926,Holland Park Newsagents,Retailers - other,Kensington and Chelsea,51.50653,-0.20894,5,10,pass,0.144
334930,Caffe Nero,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49281,-0.17727,5,10,pass,0.108
334936,Ross Food & Wine,Retailers - other,Kensington and Chelsea,51.49916,-0.184,5,10,pass,0.144
334937,Benugo (Catering at V&A),Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49683,-0.17254,5,10,pass,0.108
334941,The Millennium Knightsbridge,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49971,-0.16014,5,10,pass,0.052
334950,Burger King,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49176,-0.19283,4,7,pass,0.135
334953,Micks Fish Bar,Takeaway/sandwich shop,Kensington and Chelsea,51.51936,-0.22594,5,6,pass,0.188
334958,Chelsea Spice & Grill,Takeaway/sandwich shop,Kensington and Chelsea,51.51582,-0.2172,4,1,pass,0.26
334959,Millennium Gloucester Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49339,-0.18333,5,10,pass,0.108
334960,Books for Cooks,Other catering premises,Kensington and Chelsea,51.51593,-0.20561,5,2,pass,0.123
334971,Royal Garden Hotel,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50294,-0.18812,5,9,pass,0.117
334976,D.R.Evans Pharmacy,Retailers - other,Kensington and Chelsea,51.51491,-0.20495,Exempt,7,pass,0.177
334978,Montparnasse Cafe,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50053,-0.18855,3,10,pass,0.108
334980,Gate Cinema,Retailers - other,Kensington and Chelsea,51.50873,-0.19749,5,10,pass,0.144
334983,Tesco,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.48259,-0.18589,5,8,pass,0.049
334984,Jakobs,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49916,-0.184,4,10,pass,0.108
334991,Site 317,Retailers - other,Kensington and Chelsea,,,5,,,
334993,Thali,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49101,-0.18375,4,9,pass,0.117
334996,Oakley Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.48477,-0.16865,5,8,pass,0.061
334998,Number Sixteen Hotel,Hotel/bed & breakfast/guest house,Kensington and Chelsea,51.49291,-0.17522,5,10,pass,0.052
335002,Bluebird Chelsea,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.48499,-0.17572,5,10,pass,0.108
335007,La Brioche,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49347,-0.17582,5,10,pass,0.108
335008,Hill House International School,School/college/university,Kensington and Chelsea,51.49372,-0.15918,5,10,pass,0.024
335010,Site 083,Retailers - other,Kensington and Chelsea,51.51195,-0.20003,5,9,pass,0.154
335016,Acorn Nursery School,School/college/university,Kensington and Chelsea,51.51109,-0.20659,5,9,pass,0.026
335022,Burger King,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.49424,-0.18213,5,10,pass,0.108
335024,Tesco,Retailers - supermarkets/hypermarkets,Kensington and Chelsea,51.49305,-0.20161,5,3,pass,0.072
335026,Hornimans Adventure Playground,Other catering premises,Kensington and Chelsea,51.52488,-0.21138,5,2,pass,0.123
335032,Holland & Barrett,Retailers - other,Kensington and Chelsea,51.49262,-0.19422,5,7,pass,0.177
335034,Starbucks Coffee Company (UK) Limited,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.51711,-0.20619,5,2,pass,0.191
335035,Wagamama,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50272,-0.18947,5,9,pass,0.117
335037,Caffe Nero,Restaurant/Cafe/Canteen,Kensington and Chelsea,51.50884,-0.19655,5,10,pass,0.108
335038,Partridges,Retailers - other,Kensington and Chelsea,51.49812,-0.1836,5,10,pass,0.144
344823,Franks Sandwich Bar,Takeaway/sandwich shop,Hammersmith and Fulham,51.49463,-0.20562,5,7,pass,0.273
344826,Jacks Store,Retailers - other,Hammersmith and Fulham,51.50961,-0.23729,5,5,pass,0.31
344828,Stenton Family Butcher,Retailers - other,Hammersmith and Fulham,51.49687,-0.23069,4,6,pass,0.292
344829,Andover Arms,Pub/bar/nightclub,Hammersmith and Fulham,51.49684,-0.23282,5,8,pass,0.141
344832,Askewine And Cheese,Retailers - other,Hammersmith and Fulham,51.50384,-0.2438,5,2,fail,0.365
344835,Co-op,Retailers - supermarkets/hypermarkets,Hammersmith and Fulham,51.50294,-0.24345,5,2,pass,0.129
344837,Delight Kebab House,Takeaway/sandwich shop,Hammersmith and Fulham,51.50319,-0.24304,4,2,fail,0.363
344840,Newsmart,Retailers - other,Hammersmith and Fulham,51.50224,-0.24234,5,2,fail,0.365
344841,The Eagle,Pub/bar/nightclub,Hammersmith and Fulham,51.50087,-0.2396,5,4,pass,0.186
344843,Harmony Neighbourhood Nursery,Caring Premises,Hammersmith and Fulham,51.51263,-0.22851,5,1,pass,0.126
344848,Franks Express Catering,Manufacturers/packers,Hammersmith and Fulham,51.49375,-0.23231,5,4,pass,0.192
344851,Queen Elizabeth Hostel,Pub/bar/nightclub,Hammersmith and Fulham,51.47456,-0.18874,5,6,pass,0.162
344852,Cooks & Partners Ltd,Other catering premises,Hammersmith and Fulham,51.47449,-0.1866,5,6,pass,0.15
344856,Metro Cafe,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49024,-0.21344,5,6,pass,0.23
344864,Cross Keys,Pub/bar/nightclub,Hammersmith and Fulham,51.49233,-0.24272,5,6,pass,0.162
344865,Carpenter's Arms,Pub/bar/nightclub,Hammersmith and Fulham,51.49233,-0.24272,5,6,pass,0.162
344870,Londis Sheena Supermarket,Retailers - other,Hammersmith and Fulham,51.51156,-0.2346,5,1,fail,0.385
344871,Superwines,Retailers - other,Hammersmith and Fulham,51.51156,-0.2346,4,1,fail,0.385
344873,Innovate At Phoenix High School,School/college/university,Hammersmith and Fulham,51.5131,-0.23786,5,2,pass,0.077
344875,Chez Abir,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49718,-0.21313,5,4,pass,0.261
344876,Georges Cafe,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49718,-0.21313,5,4,pass,0.261
344877,Biddy Mulligans,Pub/bar/nightclub,Hammersmith and Fulham,51.49712,-0.21621,2,4,pass,0.186
344881,Olympia Foods,Retailers - other,Hammersmith and Fulham,51.49746,-0.21604,5,4,pass,0.328
344883,Popes Eye Steak House,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49812,-0.21808,5,7,pass,0.215
344893,Masbro Brook Green Children's Centre,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.49541,-0.21673,5,7,pass,0.215
344894,The Queens Head,Pub/bar/nightclub,Hammersmith and Fulham,51.49531,-0.21816,5,7,pass,0.151
344895,St Paul's Girls' School,School/college/university,Hammersmith and Fulham,51.49515,-0.21887,5,7,pass,0.052
344898,Ecole Française De Londres Jacques Prévert,School/college/university,Hammersmith and Fulham,51.49614,-0.21883,4,7,pass,0.052
344911,Caterlink At Fulham College Boys School,School/college/university,Hammersmith and Fulham,51.47779,-0.21524,5,9,pass,0.045
344913,The Upper Room,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.5026,-0.24888,5,6,pass,0.23
344915,The Curtains Up,Pub/bar/nightclub,Hammersmith and Fulham,51.48914,-0.21078,5,5,pass,0.174
344918,The Pantry At Miles Coverdale Primary School,School/college/university,Hammersmith and Fulham,51.50487,-0.22907,5,4,pass,0.066
344922,The Chancellors,Pub/bar/nightclub,Hammersmith and Fulham,51.48869,-0.22712,4,3,pass,0.199
344925,The Thatched House,Pub/bar/nightclub,Hammersmith and Fulham,51.4978,-0.23492,5,6,pass,0.162
344930,The Fulham Mitre,Pub/bar/nightclub,Hammersmith and Fulham,51.48023,-0.20368,5,8,pass,0.141
344933,Parmars,Retailers - other,Hammersmith and Fulham,51.4812,-0.20858,5,3,fail,0.346
344934,The Captain Cook,Pub/bar/nightclub,Hammersmith and Fulham,51.48109,-0.20958,5,4,pass,0.186
344937,The Pantry St Augustines Primary School,School/college/university,Hammersmith and Fulham,51.48429,-0.20963,5,4,pass,0.066
344942,Amigo Shop,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.51653,-0.23667,5,4,pass,0.261
344943,Du Cane Stores,Retailers - other,Hammersmith and Fulham,51.51552,-0.24667,5,1,fail,0.385
344945,Holroyd Howe Ltd At St James Senior Girls School,School/college/university,Hammersmith and Fulham,51.49491,-0.20937,5,7,pass,0.052
344946,El Metro,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.47927,-0.19611,2,5,pass,0.245
344948,Mashiva Ltd,Retailers - other,Hammersmith and Fulham,51.51631,-0.24808,5,1,fail,0.385
344950,Ankaran Food & Wine,Retailers - other,Hammersmith and Fulham,51.51631,-0.24808,5,1,fail,0.385
344951,The Pantry At  St Thomas Of Canterbury Primary School,School/college/university,Hammersmith and Fulham,,,5,8,pass,0.048
344953,Little Tugboat Day Nursery,Caring Premises,Hammersmith and Fulham,51.47593,-0.2171,5,9,pass,0.069
344954,Ormiston Bridge Academy,School/college/university,Hammersmith and Fulham,51.47511,-0.21988,5,9,pass,0.045
344960,The Golden Lion,Pub/bar/nightclub,Hammersmith and Fulham,51.46993,-0.20997,5,6,pass,0.162
344961,Pure Indian Cooking,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.46993,-0.20997,5,6,pass,0.23
344963,Eight Bells,Pub/bar/nightclub,Hammersmith and Fulham,51.46807,-0.2101,5,10,pass,0.122
344964,The Temperance,Pub/bar/nightclub,Hammersmith and Fulham,51.46947,-0.2104,5,8,pass,0.141
344969,Duke Of Cornwall,Pub/bar/nightclub,Hammersmith and Fulham,51.49042,-0.22376,3,3,pass,0.199
344972,Super Choice Newsagents,Retailers - other,Hammersmith and Fulham,51.49042,-0.22376,4,3,fail,0.346
344973,Distillers,Pub/bar/nightclub,Hammersmith and Fulham,51.49042,-0.22376,5,3,pass,0.199
344983,Fulham Palace Wine,Retailers - other,Hammersmith and Fulham,51.48828,-0.22294,Exempt,9,pass,0.243
344985,Cafe Barca,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.4888,-0.22266,4,9,pass,0.189
344986,Half Moon Cafe,Restaurant/Cafe/Canteen,Hammersmith and Fulham,51.4888,-0.22266,3,9,pass,0.189
344991,The Pantry At Melcombe School,School/college/university,Hammersmith and Fulham,51.48619,-0.22118,5,7,pass,0.052
344993,Boots UK Ltd,Retailers - other,Hammersmith and Fulham,51.48471,-0.22037,Exempt,9,pass,0.243
344994,Universal Liquor Mart,Retailers - other,Hammersmith and Fulham,51.48415,-0.22015,5,9,pass,0.243
344998,Stop-N-Shop Fulham Ltd,Retailers - other,Hammersmith and Fulham,51.47663,-0.21556,4,9,pass,0.243
344999,Tesco Express,Retailers - supermarkets/hypermarkets,Hammersmith and Fulham,51.47568,-0.21482,5,9,pass,0.077
